Censo Superior 2025;;
CO_IES;NO_IES;SG_IES
25776;L2 LABOR;L2 LABOR
25780;Faculdade Nossa Senhora da Conceição;FSC
25788;Faculdade Leonardo da Vinci de São Gonçalo;
25791;Faculdade Legale;LEGALE
25806;FACULDADE ANCLIVEPA DE NATAL;
25807;Instituto de Pós-Graduação e Estudos em Tecnologia da Saúde;IETEC
25890;FACULDADE PEDREIRENSE DE EDUCAÇÃO IPEDE;
25907;CENAC - Centro de Ensino Nacional;
25974;FACULDADE SALÉM;FACSALEM
25988;FACULDADE PHYSIO CURSOS;FACPHYSIO
26023;Instituto Educacional Monte Pascoal;
26037;Faculdade UCEFF de Frederico Wetsphalen;UCEFF
26038;Faculdade UCEFF de São Miguel do Oeste;UCEFF
26085;FACULDADE APM;FAPM
26097;Faculdade Soberana de Cachoeiro do Itapemirim;SOBERANA
26118;FACULDADE APRENDIZ;FAP
26135;Fundação Dom Cabral - Ensino Superior;FDC
26138;Faculdade ALFAUNIPAC de Teófilo Otoni;ALFAUNIPAC
26139;VOAS - INSTITUTO DE APRENDIZAGEM SUPERIOR;VOAS
26166;Faculdade Fasipe de Lucas do Rio Verde;FASIPE
26171;Instituto Aria;
26201;Faculdade Politécnica de Corumbá;
26202;Faculdade Leonardo da Vinci de Chapecó;
26265;Faculdade ITA Educacional;ITA
26281;FACULDADE DE ENSINO SETE;F7
26288;Faculdade do Centro de Mediadores;FCM
26328;FACULDADE PETRA;PETRA
26341;Faculdade da Fronteira Oeste;UNIFRON
26376;Faculdade Santa Joana;FSJ
26377;Faculdade Favenorte de Espinosa;FAFE
26383;FACULDADE CDPI;CDPI
26400;Faculdade Batista Logos;FBL
26411;Instituto de Estudos Estratégicos em Ciências Sociais;IEECS
26443;International Orofacial Academy RP;IOA RP
26529;Escola de Comunicação,Mídia e Informação de São Paulo da FGV;FGV ECMI SP
26541;Instituto de Matemática Pura e Aplicada;IMPA
26543;Faculdade de Ciências da Saúde Sírio-Libanês;SÍRIO-LIBANÊS
26559;FACULDADE IPC;IPC
26581;Faculdade McPherson de Araras;FMA
26583;Faculdade Comunidade das Nações;FCN
26709;Faculdade Califórnia Brasil;FCB
26719;FACULDADE OPEN;OPEN
26858;UNIMT FACULDADES INTEGRADAS;UNIMT
27029;Faculdade São Leopoldo Mandic de Limeira;SLM Limeira
27103;UNIVERSIDADE DO DISTRITO FEDERAL;UnDF
28985;Faculdade de Tecnologia de Registro;FATEC-REG
28986;Faculdade de Tecnologia de Barretos;FATEC-BAT
29118;Universidade Federal do Norte do Tocantins;UFNT
